Title,Artist,Year,Popularity,Duration (s),Tempo (bpm)
A Near Death Experience at Sea,The Daredevil Christopher Wright,2009,0.456949544,158.61506,82.133
Attractive Today (Album Version),Motion City Soundtrack,2005,0.768204957,103.00036,170.044
Ancient Spirit Of The Underworld,Carpathian Forest,2003,0.62892909,275.80036,115.022
Attention (Instrumental Version),Dismantled,2008,0,303.01995,145.03
And as for you,Oysterband,1999,0.266955186,219.97669,121.4
Acrylic Afternoons,Pulp,1994,nan,223.32036,141.495
Addicted,Enrique Iglesias,2003,nan,209.68444,140.009
Aged Dolls,...And You Will Know Us By The Trail Of Dead,1999,0.709059863,437.41995,129.931
Always,Half Japanese,1993,0.340922756,745.74322,75.182
A Single Broken Wing,Bernard Szajner,2009,0,447.11138,92.778
A Dream Woke Me,I Am Spartacus,2002,nan,263.13098,129.623
Atmosphères,Les 2 Tom,2006,nan,242.52036,113.437
Ain't No Grave,Dirtmusic,2010,0.212045405,269.42649,185.503
Arrows Of Eros (Single Version),Golden Silvers,2009,0.427582886,209.00526,125.29
Autumn leaves,Ahmad Jamal,1963,nan,708.96281,124.767
Anesthesia,Paint it Black,2003,nan,43.88526,208.118
A River Could Be Loved,Brightblack Morning Light,2006,0.574073813,243.98322,91.889
And Now That I'm In Your Shadow,Damien Jurado,2006,0.544514002,303.46404,96.905
A Fowl Fetish,Cretin,2006,0.48456253,102.32118,192.985
Anymore,M. Walking On The Water,1989,0,241.57995,85.964
All Links Severed,Napalm Death,1995,0.447135796,160.83546,106.152
Ay!,Pereza,2001,0.407233015,181.81179,100.04
As Sure As I Am,Crowded House,1991,0.6642639,173.47873,135.406
A Red Letter Day (2001 Digital Remaster),Pet Shop Boys,1996,0.599968455,309.57669,124.187
Adoro,Armando Manzanero,2002,nan,176.50893,101.132
Animal (220 Album Version),Phil Keaggy,1996,0.252259902,290.19383,164.591
Agujas,Maxime Dangles,2008,nan,579.83955,126.977
Angel With Cockroach Wings,New Black,2004,nan,153.5473,97.656
A Good Kiss (Club Mix),Hadise,2007,nan,199.10485,107.006
Adam Hussain's Got What You Need,Goldie Lookin Chain,2005,0,214.36036,101.961
Allein Allein,polarkreis 18,2008,nan,242.75546,132.059
All that she wants,Wizo,1993,0.586651075,179.48689,116.811
A Casa,Rodrigo Leão,2000,nan,319.26812,151.889
Abrasive,Puddle Of Mudd,1998,0.566707642,193.82812,148.5
Attention (Album Version),The Academy Is...,2005,0.695353081,173.47873,151.865
Aimer Déjà,Lara Fabian,2002,nan,246.17751,130.036
Always Countin',Billy Bob Thornton,2007,0,189.70077,85.007
All Of The Youth,Global Youth,2002,0.338820122,297.29914,188.94
Ana Lee,GNR,1992,0.498873932,197.43302,91.159
A Whole Wide World Ahead,Disco Inferno,1994,nan,278.54322,114.241
Ayúdame,Rocio Banquells,2008,0,215.82322,135.599
Away In A Manger,Olivia Newton-John,2008,0.617836935,72.95955,67.053
Amor Fatal,Indras,2007,0.304169503,200.17587,150.099
Anytime,Vanden Plas,1994,0.573607874,426.63138,120.108
Are You Awake,Expatriate,2007,0.493945868,415.16363,129.696
Asusu,Fennesz,2004,0.632757934,55.06567,135.288
A Roda Morreu,Casuarina,2007,nan,244.79302,88.976
Amor Gigante,Compay Segundo,1999,0.419674279,173.08689,94.155
As Time Goes By,The Flamingos,1959,0.367273416,168.202,88.995
A Father'S Grief,Dario Marianelli,2007,0,174.10567,103.958
Across The Great Divide,Richard Manuel,2002,nan,204.01587,106.279
Amor De Una Noche,N'Klabe,2005,nan,212.00934,135.926
Alive (Album Version),Dumptruck,1983,0,195.3171,138.824
Asleep With You (Demo Version) (Bonus),Rookie Of The Year,2008,nan,254.56281,104.701
A Gift Of Life,2002,1997,0.327736683,273.42322,118.221
A Nightmare To Remember (Album Version),Dream Theater,2009,0.703389208,972.06812,83.012
All Alone,Splittr,2006,nan,188.36853,123.955
Aviators,Shooter Jennings,2006,0.504034341,203.44118,113.737
Arnold Schwarzenegger II,Edie Sedgwick,2005,nan,207.12444,115.763
An Odd Pear,Bablicon,2001,0,195.7873,252.237
A Groovy Kind Of Love,Wayne Fontana,1989,nan,117.91628,94.984
All Nite All Day,Ginuwine,1999,0.428702263,363.2322,111.397
Abilene On Her Mind,Buddy Jewell,2003,0.506999589,231.3922,161.069
Another Way (Richard Davies Mix),Swayzak,2005,0.443291312,395.67628,125.984
Ain't Misbehavin',Dinah Washington,1987,nan,164.57098,86.302
As Long As I'm Dreaming,The Three Suns,1956,nan,158.09261,45.812
Anyway That You Want Me,The Troggs,1991,nan,171.12771,97.914
All To Myself (Album Version),Tantric,2001,0.50254434,225.56689,121.011
A Fool's Gold,Holy Terror,1998,0.400039657,149.62893,200.947
Agent Double O Soul,Edwin Starr,2002,nan,161.4624,139.555
Alto En La Torre,Sui Generis,1992,0.433005077,279.43138,83.911
Aquaboogie,George Clinton,2006,0.212045405,379.61098,202.563
Alcarda,ATB,2007,0.762116338,300.45995,135.001
Angel,Matt Nathanson,2003,0.695147089,93.77914,104.478
Alaska,Agents of Good Roots,2000,0.265861049,543.55546,131.2
Anybody There (Album Version),Andrea Corr,2007,nan,198.03383,157.984
Alright_ I admit it...it was a whore house,Number Twelve Looks Like You,2007,0.585416306,215.64036,73.859
Aortic Dissection,Carnifex,2008,0.617336895,178.25914,199.825
Another Round (Album Version),Jaheim,2010,0,200.6722,157.901
All My Tears,Jars Of Clay,2006,0.527818137,225.14893,134.155
Anaconda Charms Grass Snake,Comecon,1995,nan,200.01914,151.019
Airwave (Album Cut),Rank 1,2002,nan,301.81832,136.616
All Eyes On The Saint,Enter Shikari,2009,0.750243053,352.67873,110.899
Abscondence Prt. II,Legenda Aurea,2009,nan,412.83873,150.137
Amour et cul,Les Wriggles,2005,0.38293509,157.51791,120.267
Absolution,Season To Risk,1994,nan,234.81424,116.361
A Minor Point (Album Version),Catch 22,2006,0.525838607,134.53016,192.057
A Dama Do Sinal,Ornatos Violeta,1997,nan,194.7424,125.156
Africa Just Wants To Have Fun,volcano!,2008,0.513337081,391.96689,124.562
Ai De Mim (All Of Me),Golden Boys,1995,0,142.41914,137.794
Avalon,Chet Atkins & Les Paul,1976,0.419125893,390.97424,115.359
Armada,Public Image Ltd,1989,0.577524929,282.64444,122.032
After the Rain,Blue Rodeo,1990,0.643470577,403.19955,69.773
A Sorcerer's Pledge,CANDLEMASS,1984,nan,492.69506,134.112
Adorned In Ashes,Virgin Black,2003,0.610137679,378.04363,110.091
Art De Rue,Fonky Family,2001,nan,421.92934,105.562
At the Bottom,Beth Hart,2007,0.457447167,295.3922,118.331
Ain't No Mountain,Incognito,2009,0.372530039,260.62322,129.804
All of me,Dean Martin,1997,nan,170.23955,131.674
Another record story,Rubin Steiner,2008,0.463489662,228.57098,135.997
A Lot Like You,4Him,1996,0.334706549,269.08689,109.367
Anderson Mesa,Jimmy Eat World,1996,0.666058702,314.74893,122.287
Artificial Heart,Yo La Tengo,1996,0.56172015,180.71465,114.419
Abschied,Illuminate,2004,0.345802234,277.86404,115.026
All Alone Am I,Brenda Lee,1963,nan,164.04853,93.976
Apollo 3-1-5 (Album Version),Gym Class Heroes,2005,0.411118386,149.18485,189.911
Aufguss 09,Jürgen von der Lippe,2001,0.215080319,365.06077,128.71
Ascendancy,Trivium,2005,0.712742793,265.482,105.97
Ananias,Buffy Sainte-Marie,1964,nan,159.242,86.706
Another Place,Mischa Daniels,2008,0.212045405,419.81342,192.028
Anyway That You Want Me,Spiritualized,2003,0.549998637,387.5522,90.619
All The Earth,Charlie Hall,2003,nan,291.44771,92.655
Adelita,Trini Lopez,1991,0,118.36036,141.675
Age of Vipers,Tin Foil Phoenix,2007,0,254.35383,201.218
Amor Que Desapareces,Los Pericos,1996,nan,323.91791,146.216
Act III Scene 2 (Shakespeare),Saul Williams,2004,0.726323311,259.73506,167.027
A.D.I.D.A.S.,Korn,1996,nan,153.02485,111.493
A19,Maximo Park,2005,0.594079585,139.91138,150.987
America (I Love This Country),Announcer/Homer/Singer,2007,0.454042766,66.08934,144.59
Aja,Christian McBride,2001,nan,411.55873,123.44
Afternoon Drinking,Pony Club,2002,nan,281.36444,160.013
Always Something There To Remind Me,Don Williams,2003,nan,144.92689,157.59
A Puffin,Port O'Brien,2007,0.602380995,218.85342,127.273
Alison,Slowdive,1993,nan,230.97424,179.586
Asturias,Taraf de Haidouks,2007,0.615840809,327.81016,156.015
Alphabetical Order,Joe Walsh,1991,0.400039657,298.1873,115.455
After the Nightmare,Good Riddance,1999,nan,166.1122,83.452
A Lesson Before Dying,Symphony X,1994,0.654670748,878.8371,86.137
Asheville Blues,The Coke Dares,2005,nan,106.10893,157.803
Arriesgate,Skizoo,2005,0.48306456,238.13179,117.968
A Little At A Time (Master),Magnolia Electric Co.,2006,0.412560102,185.70404,86.507
Arnold Is a Simple Man,Bill Fay,2010,nan,138.13506,71.959
At Home,Fatima Spar Und Die Freedom Fries,2006,0,21.89016,102.168
At The End (Saeed & Palash Remix),iio,2002,0.485491723,580.12689,84.646
Appletree Man,All About Eve,1988,0.444401715,239.62077,117.683
A Hymn To The Morning Star,Sleepytime Gorilla Museum,2004,0.536115092,340.29669,56.6
Answer To Me,BENEDICTION,1995,nan,277.57669,149.829
All I Want For Christmas,Samantha Mumba,2000,nan,240.14322,148.947
Ambien II of the Five,Human Response,2004,0.260338243,315.402,115.024
Anything Can Happen,Daniel Lemma,2001,0.482137585,241.26649,163.437
Anti-Pleasure Dissertation,Bikini Kill,1995,nan,148.24444,136.157
Alone Without You,King,1985,nan,216.94649,105.226
A Little Closer,Ric Ocasek,1993,0.379523324,243.69587,117.795
After School Special,Wakefield,2005,nan,224.46975,148.032
Andes,Penta,2007,0.439525605,460.25098,149.945
All Shook Up (2004 Digital Remaster),The Jeff Beck Group,1969,0,293.35465,195.67
Anvil Chorus,The Glenn Miller Orchestra,1990,nan,290.66404,122.735
All That Was Left of the Young Caribou,Ten And Tracer,2007,0,317.80526,110.098
Aquaplane,Melodyssey,2004,0.487881411,236.22485,160.293
America,Trini Lopez,1963,nan,208.53506,170.067
At Five We Drive,Bailter Space,1995,0.352232225,188.76036,142.531
Atiro ao Alvo,Peixe : avião,2008,nan,281.65179,160.07
Addicted To Bass (Al Twisted & Rob Da Rhythm Remix),Puretone,2007,0.334706549,381.23057,165.026
Autumn Leaves,Bobby Hutcherson_ George Cables_ Herbie Lewis_ Philly Joe Jones,1983,nan,394.762,78.903
All At War,Downhere,2008,0.534245181,226.82077,140.017
Always Have_ Always Will,Shenandoah,1999,nan,229.92934,88.292
After Suicide,Young Fresh Fellows,2009,0.375984302,107.93751,103.137
A Song Of Love,The Gerbils,2001,nan,172.01587,143.766
April Left With Silence,Hopesfall,2001,0.549998637,186.80118,170.122
Amerikabrevet,Fred Åkerström,1963,nan,134.47791,101.288
An Endless Serenade,Hopes Die Last,2008,0.629520677,103.83628,92.528
Action,Saint Etienne,2002,0.556739869,228.72771,127.889
Armed and Extremely Dangerous,First Choice,1973,0.279707559,167.83628,123.157
Artillerie Lourde,Sanseverino,2005,nan,71.31383,130.897
August Winterman (Dead Poetic Album Version),Dead Poetic,2002,0.3575919,242.05016,124.371
Always A Fool,Kyau & Albert,2006,nan,450.76853,134.046
ABC,Jackson 5,1970,nan,177.31873,93.647
Abrazame,Fausto Papetti,1988,0.246865094,219.95057,105.877
Alfie,Randy Crawford,2001,0.427446571,204.19873,127.703
A Kick In The Shins (Demo),The Pigeon Detectives,2007,0.323112121,219.16689,102.605
Ah_ Love,Randy Newman,2008,0.266955186,167.41832,83.928
All Over The World,Tree63,2005,0.649989756,331.44118,98.08
Angels,PsyCraft,2004,nan,412.44689,143.02
Attle And Bleda,White Skull,2009,0.445067423,386.61179,96.902
Ativan Eyes,Ted Leo and the Pharmacists,2010,0.726118636,262.42567,142.858
A Film For The Future,Idlewild,1998,0.625180536,207.43791,84.359
A Place To Crash,Robbie Williams,2005,0.583401231,274.05016,130.046
All I Have To Do Is Dream,Glen Campbell And Bobbie Gentry,1969,nan,151.82322,95.178
All That You'll Be,Emma Bunton,2006,0.496175336,238.602,115.107
Ansikt Til Ansikt,Bjørn Eidsvåg,1986,0,297.482,89.872
Abyssinia,Lizzy Mercier Descloux,2006,nan,184.42404,145.491
All Part Of The Show,Stephen Kellogg & The Sixers,2009,0.60211999,209.76281,141.953
Aki Nem Vak,Tankcsapda,2001,0.413739836,264.17587,137.022
All That Is Wrong,Blowsight,2009,0.512253654,245.31546,90.042
Alfredo,Baustelle,2008,0.53238942,235.36281,152.629
A los pies del gran Poder,Carmen Amaya_ Carmen Amaya_ Paco Amaya_ José Amaya,2000,nan,170.00444,119.781
Antarctica,Mary Coughlan,2008,0,287.03302,65.991
Android (mix by combichrist),Icon Of Coil,2003,0.43483809,257.77587,135.079
Amarillos De La Avenida,Raul Porchetto,1976,nan,271.04608,81.037
Automatic Lover (Call For Love),Real McCoy,1994,nan,227.94404,132.897
Ant Rap,Adam & The Ants,1981,nan,195.94404,119.595
A Riddle Of Stars,Elvenking,2007,0.579770041,320.80934,150.007
An Seanachi,310,2001,0.260709171,325.8771,93.411
All Day,Carl B,2005,nan,514.5073,138.001
Aurora,Alva Noto + Ryuichi Sakamoto,2005,nan,531.59138,120.068
Audrey's Davenport,The Gamits,2000,0.377531645,144.1171,219.527
Antarjami,Desorden Público,2006,0.375984302,98.92526,73.719
All That I Can Say,Streetwize,2008,0,268.48608,96.282
And The Wind Blows,Labi Siffre,1990,0.304169503,290.01098,104.723
After The Scene Dies,Drive-By Truckers,2010,0.586449066,248.842,126.09
Autos,Volumen Cero,2004,0.246865094,219.92444,151.914
"A Little Less Sixteen Candles_ A Little More ""Touch Me",Fall Out Boy,2009,nan,170.23955,133.027
All Cried Out,Alison Moyet,1984,nan,290.06322,192.504
Almost Romantic,The Freaks Union,2005,0.215080319,136.48934,162.604
After School Special,Detroit Grand Pubahs Featuring Miss Kittin,2001,nan,376.2673,127.992
Another Second Chance,Tobias Regner,2006,nan,263.18322,91.993
Against The Gods,Keep Of Kalessin,2008,0.564513412,525.37424,144.881
Always,Seventh Day Slumber,2007,0.65948339,279.69261,139.965
All Of The Above,J-Live,2002,0.457447167,268.12036,94.008
Another Night,Roy Wood,1979,nan,203.4673,144.695
Alive (Album Version),Pocket Full Of Rocks,2010,0,194.84689,125.06
Afterhour,Thomas Coastline,2009,nan,505.62567,140.006
Ayer Me Dijo Un Ave,Jaguares,1999,0.474054831,292.75383,128.054
All My Trials Lord,Aled Jones,2007,0,253.25669,102.826
A Lesson In The Abuse Of Information Technology,The Menzingers,2007,0.704176483,156.49914,171.93
Auf Dem Heuboden,Comedian Harmonists,1994,0.304169503,193.88036,100.689
America Has Spoken (Album),Patton Oswalt,2007,0.624024049,206.65424,64.233
Alone Again Or,Sarah Brightman,1990,0.449940204,196.54485,115.519
Are You Blue Or Are You Blind?,The Bluetones,1995,nan,173.47873,130.431
A Quiet Man (Album Version),Jim Noir,2005,0.590824065,190.64118,106.955
Abendstern,Yvonne Catterfeld,2003,0.463489662,211.61751,100.935
Auf dem Grund des Sees,Metallspürhunde,2009,0.476248227,290.11546,119.999
A Guy What Takes His Time,Mae West,1993,nan,165.92934,91.26
A Modern Way Of Living With The Truth,The Exies,2007,0.680655631,220.57751,126.94
A Meditation Mass Part 3,Yatha Sidhra,1973,nan,719.72526,140.646
A Great Headline,Lewis Black,2008,0.538306731,158.11873,79.21
Ache,Jawbreaker,1994,0.614576982,254.95465,95.703
Atividade Na Laje,Marcelo D2/Part.Especial: Stephan Peixoto,2008,nan,144.71791,75.211
Anaconda,Untold,2009,0.407233015,43.28444,88.604
As We Lay,Kelly Price,2000,0.795877122,382.95465,123.568
Avida Dollars,The Unfinished Sympathy,2009,0.454042766,219.48036,150.077
Animals + Insects (Album Version),The Stills,2003,nan,218.74893,114.021
Aurora Borealis (Album Version),Meat Puppets,1983,nan,148.58404,178.053
A Girl Like That,Eleventh Hour,2006,0.456949544,187.402,149.025
Agua E Vinho,Egberto Gismonti,1996,0.407901717,144.03873,241.928
Axioms,Neuraxis,2005,0.615372256,42.39628,194.493
All Your Silence,End Of You,2006,0.517148973,308.55791,99.09
Animal Instinct,The Cranberries,1999,nan,214.41261,135.351
Afro Dz Act 1,Scienz of Life,2000,nan,237.11302,120.777
Alone In A Crowd (Album Version),Catch 22,2000,0.553778846,147.46077,88.84
A Stain To Never Fade,Easyworld,2002,nan,288.86159,78.234
All My Life,Parachute Band,2000,0.563316499,259.39546,96.002
Acouphene,Jmpz,2001,0.340857095,363.44118,167.104
Always More (Goshi Goshi Mix),autoKratz,2009,0.507691863,377.65179,127.082
Ain't 2 Good,MC Breed,1993,0,274.59873,95.093
Alive (original),Condition One,2007,0,242.83383,86.008
Answer The Phone (Album Version),Sugar Ray,2001,0.599715015,238.68036,141.661
A Prayer And A Juke Box,Little Anthony & The Imperials,1960,nan,145.34485,104.374
A Sidelong Glance From My Round Nefertiti (Album Version),Harold Budd,1996,0.602068243,192.86159,112.669
Amor De Nada,Marcos Valle,1963,nan,113.99791,159.846
Arthur,Ian McCulloch,2003,nan,219.66322,76.013
A Month Of Sundays,The Plus Ones,2005,0.270775999,184.842,140.542
Al Sentir La Rumba,Gertrudis,2003,0.355285536,260.51873,102.771
Acabado En A,El Canto del Loco,2008,0.647684403,142.86322,198.02
All Over Town,The Kooks,2008,0.686066627,193.20118,130.619
Aida,Rino Gaetano,1977,nan,265.482,109.384
Älä Huuda,Happoradio,2004,0.57325442,239.72526,95.96
Autre Histoire,Jean-Jacques Goldman,1981,0.270775999,259.23873,146.38
A Little Way Back,Hundred Reasons,2009,0.266955186,233.82159,119.252
Ac-cent-tchu-ate the Positive,Aretha Franklin,1962,0.43483809,138.97098,129.588
Angels,Lene Lovich,1979,0.669768255,188.70812,169.839
A Dad For You,Britta Persson,2005,0.394394856,170.10893,97.827
Anything Is Possible,Maria Haukaas Storeng,2004,0.213741479,177.31873,110.029
A Rose Is Still A Rose,Aretha Franklin,1998,nan,266.65751,87.91
Animals of the Seashore,The Blithe Sons,2004,0.212045405,336.01261,79.255
All In Your Mind (2006 Remastered LP Version),Vanilla Fudge,1968,0,181.65506,98.578
Allergic,Miss Kittin,2004,0.583051292,301.322,131.666
A Gdy Jest Juz Ciemno,Feel,2007,0.597494162,213.7073,140.094
And It's Beautiful,Bah Samba,2002,nan,421.85098,127.011
Abgrund (Rap Version),Xavier Naidoo,2005,0.367355336,298.21342,136.075
Aachen (Sacro Romano Impero) (Feat. Josef K.),Rose Rovine E Amanti,2006,0.367273416,589.00853,100.93
Always,Pet Shop Boys,2002,0.43483809,305.81506,108.245
A Call From The Other Side,Gluecifer,2004,0.618908182,172.19873,144.064
Al likindoy,Miguel Angel Cortés,2001,nan,294.79138,194.316
Anti Pasti,Kaada,2007,0.266955186,54.62159,33.677
Apareces Tu,La Oreja de Van Gogh,2006,0.547324832,273.8673,95.373
Avenue A,The Dictators,2001,0.299877488,227.26485,157.079
Already Been Too Long,Mike Leon Grosch,2006,0.212045405,212.84526,144.064
A Grand Scene For A Color Film,Norma Jean,2006,0.761565621,204.042,163.261
At The Left Hand Ov God,Behemoth,2007,0.72429445,298.05669,124.858
All For You (Original Album Version),Sister Hazel,1994,0,203.44118,135.347
A Fine Romance,Marilyn Monroe,1989,nan,141.16526,140.886
Aging Faces / Losing Places,Kevin Drew,2007,0.266955186,271.15057,130.076
Apparatos,Moss,2009,0.586776932,289.74975,103.131
All Hallow's Eve Ball,Alan Silvestri,2004,0.496922112,181.13261,74.98
Among The Lost And Wordless,In Slaughter Natives,1996,0.430160637,383.58159,143.979
Algo pa Nosotros,La Barbería Del Sur,1998,0,252.3424,81.657
Alles was zählt,Separate,2005,0,202.39628,96.047
A Million Times,Ms. John Soda,2006,0,249.10322,175.991
All I Need,6 Day Riot,2010,0.427582886,201.53424,204.478
Anne Claire,Guano Apes,2000,nan,335.5424,107.454
Another Riot,Eddy Grant,1988,0,288.60036,119.914
Angel,Stanley Jordan,1985,0.405115722,254.27546,155.368
Angels Don't Fall In Love,Bangles,1986,0.48306456,204.72118,121.42
All Star Geek,Mark-Henning,2008,nan,388.10077,126.007
